Frames,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[609.0, 288.0]",,,,,,,,"[461.0, 342.0]",,,"[556.0, 295.0]",,,,,,,,,"[12.0, 277.0]",,,"[780.0, 312.0]","[54.0, 269.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[613.0, 291.0]",,,,,,,,"[462.0, 343.0]",,,"[560.0, 299.0]",,,,,,,,,"[12.0, 277.0]",,,"[780.0, 311.0]","[47.0, 270.0]","[462.0, 405.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[616.0, 294.0]",,,,,,,,"[461.0, 334.0]",,,"[562.0, 303.0]",,,,,,,,,"[13.0, 277.0]",,,"[780.0, 313.0]","[50.0, 269.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[620.0, 297.0]",,,,,,,,"[461.0, 330.0]",,,"[565.0, 308.0]",,,,,,,,,"[12.0, 276.0]",,,"[780.0, 313.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[623.0, 300.0]",,,,,,,,"[460.0, 330.0]",,,"[567.0, 312.0]",,,,,,,,,"[11.0, 275.0]",,,"[781.0, 313.0]",,,"[463.0, 410.0]","[62.0, 268.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[627.0, 304.0]",,,,,,,,"[461.0, 332.0]",,,"[571.0, 318.0]",,,,,,,,,"[11.0, 276.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[630.0, 307.0]",,,,,,,,"[461.0, 331.0]",,,"[575.0, 323.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[635.0, 312.0]",,,,,,,,"[463.0, 354.0]",,,"[578.0, 329.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[640.0, 316.0]",,,,,,,,"[464.0, 362.0]",,,"[582.0, 335.0]",,,,,,,,,,,,,,,,,"[480.0, 453.0]","[468.0, 420.0]","[774.0, 306.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[645.0, 320.0]",,,,,,,,"[462.0, 348.0]",,,"[586.0, 341.0]",,,,,,,,,,,,,,,,,,"[468.0, 420.0]","[781.0, 312.0]","[439.0, 302.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[650.0, 325.0]",,,,,,,,"[462.0, 336.0]",,,"[590.0, 347.0]",,,,,,,,,,,,,,,,,,"[471.0, 402.0]",,,"[480.0, 453.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[655.0, 330.0]",,,,,,,,"[462.0, 346.0]",,,"[595.0, 355.0]",,,,,,,,,,,,,,,,,,"[469.0, 419.0]",,,,"[441.0, 292.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[661.0, 335.0]",,,,,,,,"[463.0, 345.0]",,,"[601.0, 364.0]",,,,,,,,,,,,,,,,,,"[472.0, 401.0]",,,,"[441.0, 290.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[667.0, 340.0]",,,,,,,,"[463.0, 347.0]",,,"[607.0, 372.0]",,,,,,,,,,,,,,,,,,"[467.0, 417.0]",,,,,"[902.0, 521.0]","[407.0, 493.0]","[467.0, 450.0]","[430.0, 343.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[673.0, 346.0]",,,,,,,,"[464.0, 346.0]",,,"[613.0, 381.0]",,,,,,,,,,,,,,,,,,"[469.0, 413.0]",,,,,,,"[474.0, 453.0]",,"[616.0, 344.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[681.0, 353.0]",,,,,,,,"[463.0, 344.0]",,,"[620.0, 392.0]",,,,,,,,,,,,,,,,,,"[472.0, 405.0]",,,,,,,"[469.0, 447.0]",,"[622.0, 353.0]","[439.0, 304.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[688.0, 360.0]",,,,,,,,"[464.0, 353.0]",,,"[628.0, 403.0]",,,,,,,,,,,,,,,,,,"[469.0, 412.0]",,,,,,,,,"[629.0, 363.0]","[441.0, 294.0]","[430.0, 344.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[696.0, 367.0]",,,,,,,,"[464.0, 348.0]",,,"[636.0, 415.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,"[635.0, 373.0]","[442.0, 292.0]","[433.0, 336.0]","[405.0, 522.0]","[482.0, 457.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[703.0, 374.0]",,,,,,,,"[464.0, 348.0]",,,"[645.0, 421.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[442.0, 291.0]","[434.0, 333.0]",,,"[488.0, 520.0]","[408.0, 493.0]","[307.0, 466.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[712.0, 382.0]",,,,,,,,"[463.0, 334.0]",,,"[655.0, 443.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[435.0, 323.0]",,,,"[408.0, 494.0]","[305.0, 471.0]","[657.0, 396.0]","[469.0, 395.0]","[439.0, 259.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[722.0, 391.0]",,,,,,,,"[464.0, 346.0]",,,"[666.0, 450.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[431.0, 343.0]",,,,,"[309.0, 463.0]",,,,"[470.0, 449.0]","[680.0, 435.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[731.0, 400.0]",,,,,,,,"[465.0, 368.0]",,,"[680.0, 467.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[433.0, 335.0]",,,,,"[309.0, 464.0]",,,,,,"[408.0, 505.0]","[442.0, 289.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[741.0, 409.0]",,,,,,,,"[465.0, 368.0]",,,"[693.0, 487.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[433.0, 336.0]",,,,,"[308.0, 466.0]",,,,,,"[410.0, 488.0]","[443.0, 290.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[752.0, 420.0]",,,,,,,,"[469.0, 391.0]",,,"[705.0, 496.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[432.0, 340.0]",,,,,"[308.0, 467.0]",,,,,,"[410.0, 488.0]","[443.0, 289.0]","[464.0, 341.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[764.0, 431.0]",,,,,,,,"[469.0, 387.0]",,,"[716.0, 513.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[433.0, 334.0]",,,,,"[306.0, 472.0]",,,,,,,"[442.0, 289.0]","[463.0, 340.0]","[728.0, 480.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[778.0, 443.0]",,,,,,,,"[471.0, 391.0]",,,"[714.0, 523.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[431.0, 342.0]",,,,,"[299.0, 488.0]",,,,,,,,"[463.0, 324.0]",,"[765.0, 534.0]","[489.0, 517.0]","[748.0, 505.0]","[413.0, 451.0]","[332.0, 413.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[793.0, 456.0]",,,,,,,,"[468.0, 381.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[431.0, 345.0]",,,,,"[299.0, 489.0]",,,,,,,,"[463.0, 322.0]",,"[765.0, 528.0]",,"[765.0, 528.0]","[413.0, 454.0]","[331.0, 415.0]","[443.0, 290.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[808.0, 471.0]",,,,,,,,"[470.0, 391.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[435.0, 332.0]",,,,,"[307.0, 471.0]",,,,,,,,"[463.0, 331.0]",,,,,"[413.0, 455.0]",,"[443.0, 290.0]","[409.0, 499.0]","[466.0, 455.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[826.0, 487.0]",,,,,,,,"[470.0, 396.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[434.0, 334.0]",,,,,"[307.0, 471.0]",,,,,,,,"[464.0, 332.0]",,,,,"[413.0, 453.0]",,"[443.0, 290.0]","[409.0, 499.0]",,"[547.0, 256.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[843.0, 499.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[432.0, 343.0]",,,,,"[299.0, 489.0]",,,,,,,,"[464.0, 324.0]",,,,,"[412.0, 456.0]",,"[442.0, 294.0]",,,"[548.0, 258.0]","[467.0, 453.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[858.0, 507.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[299.0, 489.0]",,,,,,,,"[465.0, 330.0]",,,,,"[412.0, 456.0]",,,,,"[549.0, 261.0]","[466.0, 454.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[873.0, 514.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[299.0, 490.0]",,,,,,,,"[465.0, 331.0]",,,,,"[412.0, 472.0]",,,,,"[550.0, 263.0]","[467.0, 453.0]","[442.0, 299.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[893.0, 524.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[299.0, 490.0]",,,,,,,,,,,,,"[412.0, 457.0]",,,,,"[552.0, 266.0]",,,"[332.0, 414.0]","[433.0, 341.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[915.0, 531.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[299.0, 490.0]",,,,,,,,,,,,,,,,,,"[554.0, 269.0]",,,"[332.0, 413.0]",,"[409.0, 493.0]","[484.0, 456.0]","[464.0, 329.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[308.0, 471.0]",,,,,,,,,,,,,,,,,,"[556.0, 271.0]",,,"[333.0, 413.0]",,"[409.0, 499.0]","[477.0, 457.0]","[464.0, 329.0]","[286.0, 523.0]","[413.0, 454.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[309.0, 468.0]",,,,,,,,,,,,,,,,,,"[557.0, 274.0]",,,"[333.0, 413.0]",,"[410.0, 494.0]","[484.0, 456.0]","[464.0, 329.0]","[286.0, 522.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[308.0, 469.0]",,,,,,,,,,,,,,,,,,"[559.0, 277.0]",,,"[333.0, 413.0]",,"[409.0, 499.0]","[484.0, 456.0]",,"[286.0, 523.0]",,"[468.0, 369.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[309.0, 468.0]",,,,,,,,,,,,,,,,,,"[560.0, 280.0]",,,"[333.0, 413.0]",,,,,,,,"[465.0, 328.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[308.0, 469.0]",,,,,,,,,,,,,,,,,,"[562.0, 284.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[564.0, 287.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[566.0, 291.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[568.0, 295.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[571.0, 298.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[574.0, 303.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[576.0, 306.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[580.0, 312.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[583.0, 316.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[586.0, 317.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[589.0, 323.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[594.0, 332.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[600.0, 340.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[605.0, 345.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[609.0, 348.0]",,,,,,,,,,,,"[466.0, 408.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[615.0, 356.0]",,,,,,,,,,,,"[465.0, 416.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[621.0, 364.0]",,,,,,,,,,,,"[465.0, 414.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[627.0, 373.0]",,,,,,,,,,,,,"[464.0, 330.0]","[779.0, 305.0]",,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[634.0, 382.0]",,,,,,,,,,,,,,,"[909.0, 522.0]","[465.0, 417.0]","[581.0, 256.0]",,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[642.0, 393.0]",,,,,,,,,,,,,,,"[904.0, 518.0]","[465.0, 417.0]","[584.0, 258.0]","[465.0, 328.0]",,,,,,,,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[651.0, 405.0]",,,,,,,,,,,,,,,"[912.0, 524.0]","[468.0, 404.0]","[585.0, 260.0]",,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[660.0, 417.0]",,,,,,,,,,,,,,,"[912.0, 524.0]","[465.0, 415.0]","[587.0, 262.0]",,"[465.0, 341.0]",,,,,,,,,,,,,,,,,,,,
